"","Date","Open","High","Low","Close","Volume","Dividend","Split","Adj_Open","Adj_High","Adj_Low","Adj_Close","Adj_Volume"
"719",2015-09-21,115.96,117.11,115.27,116.58,5201675,0,1,109.264294912866,110.347892180456,108.614136552311,109.848495178871,5201675
"720",2015-09-18,116.51,117.2,114.98,115.12,11366739,0,1,109.782537084322,110.432695444876,108.34088158918,108.472797778278,11366739
"721",2015-09-17,118.33,119.82,117.271,117.91,6607052,0,1,111.497447542596,112.901412697995,110.499595797919,111.101698975302,6607052
"722",2015-09-16,116.08,118.025,115.97,117.82,5284786,0,1,109.377365932092,111.210058702061,109.273717497801,111.016895710882,5284786
"723",2015-09-15,114.78,116.63,113.9,116.18,4994007,0,1,108.152429890468,109.895608103549,107.323242416138,109.471591781448,4994007
"724",2015-09-14,115.5,115.68,114.415,114.73,4248741,0,1,108.830856005829,109.00046253467,107.80850554032,108.105316965791,4248741
"725",2015-09-11,113.97,115.46,113.7,115.44,4472836,0,1,107.389200510687,108.793165666087,107.134790717427,108.774320496216,4472836
"726",2015-09-10,114,115.41,113.69,114.49,5258920,0,1,107.417468265494,108.746052741409,107.125368132491,107.879174927337,5258920
"727",2015-09-09,117.11,117.47,113.7,113.97,5316362,0,1,110.347892180456,110.687105238137,107.134790717427,107.389200510687,5316362
"728",2015-09-08,115.69,116.64,114.73,116.43,5775692,0,1,109.009885119605,109.905030688484,108.105316965791,109.707156404837,5775692
"729",2015-09-04,114.68,115.69,113.49,114.42,5752377,0,1,108.058204041113,109.009885119605,106.93691643378,107.813216832788,5752377
"730",2015-09-03,117.03,118.08,116.18,116.6,5302908,0,1,110.272511500972,111.261882919206,109.471591781448,109.867340348742,5302908
"731",2015-09-02,114.89,116.48,114.32,116.48,6487416,0,1,108.25607832476,109.754269329515,107.718990983432,109.754269329515,6487416
"732",2015-09-01,114.12,114.75,112.56,113.07,7391417,0.59,1,107.530539284721,108.124162135662,106.060616034772,106.541167866486,7391417
"733",2015-08-31,116.92,117.49,115.93,116.46,5443665,0,1,109.596985280218,110.131284643968,108.66899164844,109.165796319998,5443665
"734",2015-08-28,117.43,118.46,116.92,117.52,5015991,0,1,110.075042605679,111.040530929649,109.596985280218,110.159405663113,5015991
"735",2015-08-27,117.57,118.09,115.33,117.66,7578884,0,1,110.206274028354,110.693705026864,108.106571265545,110.290637085789,7578884
"736",2015-08-26,114.06,116.03,112.08,115.93,9312821,0,1,106.916114788416,108.762728378923,105.060127524861,108.66899164844,9312821
"737",2015-08-25,117,117,110.89,110.97,10218906,0,1,109.671974664604,109.671974664604,103.944660432119,104.019649816505,10218906
"738",2015-08-24,110.05,115.88,92.1685,112.54,13981497,0,1,103.157271896065,108.622123283199,86.395738434825,105.491316485081,13981497
"739",2015-08-21,119.54,120.36,116.15,116.16,10189723,0,1,112.052887618861,112.821528808818,108.875212455502,108.88458612855,10189723
"740",2015-08-20,121.98,122.53,120.54,120.54,5555537,0,1,114.340063842636,114.85561586029,112.990254923687,112.990254923687,5555537
"741",2015-08-19,122.67,123.79,122.13,122.76,6489892,0,1,114.986847282965,116.03669866437,114.480668938359,115.0712103404,6489892
"742",2015-08-18,121.83,123.8,121.15,122.8,11021504,0,1,114.199458746912,116.046072337418,113.56204897963,115.108705032593,11021504
"743",2015-08-17,119.1,120.75,118.73,119.7,7255634,0,1,111.640446004738,113.1871020577,111.293620101952,112.202866387633,7255634
"744",2015-08-14,119.3,119.89,118.46,119.75,5135524,0,1,111.827919465703,112.38096617555,111.040530929649,112.249734752874,5135524
"745",2015-08-13,118,120.14,117.79,119.02,6255354,0,1,110.609341969429,112.615308001756,110.412494835416,111.565456620352,6255354
"746",2015-08-12,117.13,117.88,115.7,117.69,4620961,0,1,109.793832414231,110.49685789285,108.45339716833,110.318758104933,4620961
"747",2015-08-11,117.02,118.14,116.76,117.69,4080013,0,1,109.6907220107,110.740573392105,109.447006511446,110.318758104933,4080013
"748",2015-08-10,117.53,118.34,117.36,117.6,3408880,0,1,110.168779336161,110.92804685307,110.009426894341,110.234395047499,3408880
"749",2015-08-07,116.7,117.16,115.78,116.93,3986101,0,1,109.390764473156,109.821953433376,108.528386552716,109.606358953266,3986101
"750",2015-08-06,118.39,118.5,116.07,116.56,4768819,0,1,110.974915218311,111.078025621842,108.800223071116,109.25953305048,4768819
"751",2015-08-05,118.38,118.53,117.1001,118,4289242,0,1,110.965541545263,111.106146640987,109.765805131817,110.609341969429,4289242
"752",2015-08-04,116.63,117.82,116.25,117.53,3008159,0,1,109.325148761818,110.440615854561,108.968949185984,110.168779336161,3008159
"753",2015-08-03,117.62,117.7,116.16,116.89,3645105,0,1,110.253142393596,110.328131777982,108.88458612855,109.568864261073,3645105
"754",2015-07-31,116.98,118.13,116.37,117.03,4301198,0,1,109.653227318507,110.731199719057,109.081433262564,109.700095683748,4301198
"755",2015-07-30,115.94,116.74,115.345,116.46,3291136,0,1,108.678365321488,109.428259165349,108.120631775117,109.165796319998,3291136
"756",2015-07-29,115.16,116.76,115.11,116.37,5104040,0,1,107.947218823724,109.447006511446,107.900350458483,109.081433262564,5104040
"757",2015-07-28,113.76,115.03,113.18,114.84,4176783,0,1,106.634904596969,107.825361074097,106.09123156017,107.64726128618,4176783
"758",2015-07-27,113.37,113.89,112.71,113.07,4468238,0,1,106.269331348086,106.756762346596,105.650668926902,105.988121156639,4468238
"759",2015-07-24,114.74,115.23,113.43,113.59,4427520,0,1,107.553524555698,108.012834535062,106.325573386376,106.475552155148,4427520
"760",2015-07-23,115.21,116.11,114.43,114.59,4308872,0,1,107.994087188966,108.837717763309,107.262940691202,107.412919459974,4308872
"761",2015-07-22,113.96,115.08,113.8,114.9,5483244,0,1,106.822378057934,107.872229439338,106.672399289162,107.70350332447,5483244
"762",2015-07-21,113.41,113.97,112.678,113.86,4660577,0,1,106.30682604028,106.831751730982,105.620673173147,106.728641327451,4660577
"763",2015-07-20,112.25,114.1095,112.17,113.41,6107521,0,1,105.219479966682,106.962514470005,105.144490582296,106.30682604028,6107521
"764",2015-07-17,114.49,115,114,114.47,5497516,0,1,107.319182729491,107.797240054952,106.859872750127,107.300435383395,5497516
"765",2015-07-16,115.87,115.91,113.83,114.73,5234834,0,1,108.612749610151,108.650244302344,106.700520308306,107.544150882649,5234834
"766",2015-07-15,115.42,116.15,115.07,115.58,3365201,0,1,108.190934322979,108.875212455502,107.86285576629,108.340913091751,3365201
"767",2015-07-14,114.5,115.53,114.39,115.36,3688831,0,1,107.32855640254,108.29404472651,107.225445999009,108.13469228469,3688831
"768",2015-07-13,114.21,115.02,114.0655,114.9,4171921,0,1,107.05671988414,107.815987401049,106.921270308593,107.70350332447,4171921
"769",2015-07-10,112.67,113.48,112.09,113.1,4631403,0,1,105.613174234709,106.372441751617,105.06950119791,106.016242175784,4631403
"770",2015-07-09,112.32,112.59,111.2,111.38,3643735,0,1,105.28509567802,105.538184850322,104.235244296615,104.403970411483,3643735
"771",2015-07-08,111.72,112.46,110.8,111,3794058,0,1,104.722675295124,105.416327100695,103.860297374685,104.04777083565,3794058
"772",2015-07-07,111.72,112.6399,110.7,112.4,5515757,0,1,104.722675295124,105.584959478833,103.766560644202,105.360085062406,5515757
"773",2015-07-06,110.27,111.93,110.17,111.32,3864664,0,1,103.363492703127,104.919522429138,103.269755972644,104.347728373194,3864664
"774",2015-07-02,112.58,112.75,111.1,111.49,3845043,0,1,105.528811177274,105.688163619095,104.141507566132,104.507080815014,3845043
"775",2015-07-01,112.45,112.81,111.47,112.07,4216233,0,1,105.406953427647,105.744405657384,104.488333468918,105.050753851813,4216233
"776",2015-06-30,111.15,111.76,110.59,111.13,5938810,0,1,104.188375931374,104.760169987317,103.663450240671,104.169628585277,5938810
"777",2015-06-29,111.56,112.32,110.46,110.54,5187330,0,1,104.572696526352,105.28509567802,103.541592491044,103.61658187543,5187330
"778",2015-06-26,112.77,113.34,112.23,112.6,4208527,0,1,105.706910965191,106.241210328942,105.200732620585,105.547558523371,4208527
"779",2015-06-25,113.24,113.71,112.24,112.24,4467082,0,1,106.147473598459,106.588036231727,105.210106293633,105.210106293633,4467082
"780",2015-06-24,112.94,113.68,112.35,112.35,3716056,0,1,105.866263407011,106.559915212582,105.313216697164,105.313216697164,3716056
"781",2015-06-23,113.24,113.59,112.93,113.18,3075864,0,1,106.147473598459,106.475552155148,105.856889733963,106.09123156017,3075864
"782",2015-06-22,112.93,113.62,112.78,113.07,3190171,0,1,105.856889733963,106.503673174293,105.716284638239,105.988121156639,3190171
"783",2015-06-19,111.64,113.3,111.44,112.43,9255075,0,1,104.647685910738,106.203715636749,104.460212449773,105.38820608155,9255075
"784",2015-06-18,111.06,112.3,110.76,111.85,7222290,0,1,104.104012873939,105.266348331923,103.822802682491,104.844533044751,7222290
"785",2015-06-17,110.73,111.29,109.96,110.47,5722179,0,1,103.794681663347,104.319607354049,103.072908838631,103.550966164092,5722179
"786",2015-06-16,109.9,110.45,109.75,110.23,3466563,0,1,103.016666800341,103.532218817996,102.876061704618,103.325998010934,3466563
"787",2015-06-15,110.23,110.455,109.55,110.01,3965178,0,1,103.325998010934,103.53690565452,102.688588243652,103.119777203872,3965178
"788",2015-06-12,110.89,111.59,110.415,110.6,4301864,0,1,103.944660432119,104.600817545497,103.499410962327,103.672823913719,4301864
"789",2015-06-11,111,112.33,111,111.29,3642764,0,1,104.04777083565,105.294469351068,104.04777083565,104.319607354049,3642764
"790",2015-06-10,109.9,111.19,109.39,110.98,3967931,0,1,103.016666800341,104.225870623567,102.53860947488,104.029023489553,3967931
"791",2015-06-09,109.79,110.25,109.03,109.53,3658994,0,1,102.913556396811,103.34474535703,102.201157245143,102.669840897556,3658994
"792",2015-06-08,110.14,110.81,109.83,109.93,3449728,0,1,103.2416349535,103.869671047733,102.951051089004,103.044787819486,3449728
"793",2015-06-05,111.34,111.36,110.27,110.37,4505390,0,1,104.36647571929,104.385223065387,103.363492703127,103.457229433609,4505390
"794",2015-06-04,112.52,113.16,111.1745,111.46,4328576,0,1,105.472569138985,106.072484214073,104.211341430342,104.478959795869,4328576
"795",2015-06-03,111.72,113.48,111.45,113.16,6337980,0,1,104.722675295124,106.372441751617,104.469586122821,106.072484214073,6337980
"796",2015-06-02,110.75,112.18,110.64,111.59,6088050,0.59,1,103.813429009443,105.153864255344,103.710318605912,104.600817545497,6088050
"797",2015-06-01,111.97,112.34,111.25,111.67,5114792,0,1,104.405005710191,104.750007515253,103.733650846287,104.125274516898,5114792
"798",2015-05-29,111.84,112.59,111.37,111.42,5310612,0,1,104.283788859764,104.983116842998,103.845543323605,103.892165189154,5310612
"799",2015-05-28,111.91,112.7,111.86,112.19,2806141,0,1,104.349059471533,105.085684947205,104.302437605984,104.610141918607,2806141
"800",2015-05-27,111.04,112.53,110.81,112.16,4147765,0,1,103.537839010982,104.927170604339,103.323378429457,104.582168799277,4147765
"801",2015-05-26,112,112.18,110.69,110.93,4609621,0,1,104.432978829521,104.600817545497,103.21148595214,103.435270906774,4609621
"802",2015-05-22,111.87,112.53,111.46,112.16,3693959,0,1,104.311761979094,104.927170604339,103.929462681593,104.582168799277,3693959
"803",2015-05-21,111.98,112.3299,111.62,112.01,4238135,0,1,104.414330083301,104.740589898412,104.078652651349,104.442303202631,4238135
"804",2015-05-20,112.19,112.89,111.22,112.1,7004396,0,1,104.610141918607,105.262848036291,103.705677726958,104.526222560619,7004396
"805",2015-05-19,116.12,116.48,112.34,112.34,11133206,0,1,108.27462055075,108.610297982702,104.750007515253,104.750007515253,11133206
"806",2015-05-18,113.87,114.6,113.16,114.33,6861935,0,1,106.176636601049,106.857315838063,105.514606110255,106.605557764099,6861935
"807",2015-05-15,111.92,113.4,111.82,113.35,4573411,0,1,104.358383844643,105.73839106489,104.265140113545,105.691769199341,4573411
"808",2015-05-14,112.05,112.22,110.83,111.94,3815583,0,1,104.47960069507,104.638115037936,103.342027175677,104.377032590862,3815583
"809",2015-05-13,112.92,112.95,111.1,111.19,4340651,0,1,105.29082115562,105.31879427495,103.593785249641,103.677704607629,4340651
"810",2015-05-12,111.12,112.82,110.83,112.52,4053424,0,1,103.61243399586,105.197577424523,103.342027175677,104.917846231229,4053424
"811",2015-05-11,112.24,112.91,111.81,111.9,3724256,0,1,104.656763784155,105.281496782511,104.255815740435,104.339735098423,3724256
"812",2015-05-08,112.4,113.4825,112.11,112.47,6435306,0,1,104.805953753912,105.815317143045,104.535546933728,104.87122436568,6435306
